Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","1999","1999","tonnes","672000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2000","2000","tonnes","661000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2001","2001","tonnes","633636","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2002","2002","tonnes","632018.67","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2003","2003","tonnes","602538.07","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2004","2004","tonnes","643113.33","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2005","2005","tonnes","705544.8","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2006","2006","tonnes","364822.01","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2007","2007","tonnes","435191.24","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2008","2008","tonnes","480201.35","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2009","2009","tonnes","352824.21","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2010","2010","tonnes","589167.29","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2011","2011","tonnes","542249.77","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2012","2012","tonnes","501466.69","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2013","2013","tonnes","589837.89","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2014","2014","tonnes","695318.67","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2015","2015","tonnes","705004.93","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","788198.63","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2017","2017","tonnes","661357.14","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2018","2018","tonnes","668223.83","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3103","Nutrient phosphate P2O5 (total)","2019","2019","tonnes","711586.46","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","1991","1991","tonnes","600","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","1992","1992","tonnes","600","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","1993","1993","tonnes","1800","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","1994","1994","tonnes","1500","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","1995","1995","tonnes","5900","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","1996","1996","tonnes","300","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","1997","1997","tonnes","400","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","1999","1999","tonnes","10000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2000","2000","tonnes","130000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2001","2001","tonnes","83658","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2002","2002","tonnes","112995.35","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2003","2003","tonnes","137042.48","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2004","2004","tonnes","110634.54","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2005","2005","tonnes","153821.84","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2006","2006","tonnes","93023.03","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2007","2007","tonnes","185171.76","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2008","2008","tonnes","185775.09","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2009","2009","tonnes","240521.14","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2010","2010","tonnes","169582.49","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2011","2011","tonnes","226280.25","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2012","2012","tonnes","201080.88","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2013","2013","tonnes","154033.87","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2014","2014","tonnes","176172.4","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2015","2015","tonnes","228201.61","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","312563.51","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2017","2017","tonnes","196301.95","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2018","2018","tonnes","203988.87","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3103","Nutrient phosphate P2O5 (total)","2019","2019","tonnes","178380.52","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1990","1990","tonnes","583783.6","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1991","1991","tonnes","685938.17","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1992","1992","tonnes","788899.48","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1993","1993","tonnes","776495.72","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1994","1994","tonnes","930483.9","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1995","1995","tonnes","973443.27","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1996","1996","tonnes","993611.99","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1997","1997","tonnes","1099296.08","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1998","1998","tonnes","1047765","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1999","1999","tonnes","1063899.98","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2000","2000","tonnes","1116338.65","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2001","2001","tonnes","1197013.53","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2002","2002","tonnes","1078107.47","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2003","2003","tonnes","1020122.4","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2004","2004","tonnes","1116984.97","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2005","2005","tonnes","1041739.6","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2006","2006","tonnes","992262.06","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2007","2007","tonnes","990348.33","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2008","2008","tonnes","825184.84","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2009","2009","tonnes","647005.66","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2010","2010","tonnes","823642.39","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2011","2011","tonnes","880364.63","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2012","2012","tonnes","883685.59","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2013","2013","tonnes","842369.51","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2014","2014","tonnes","908282.26","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2015","2015","tonnes","928054.48","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","tonnes","948200.28","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2017","2017","tonnes","979986.65","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2018","2018","tonnes","954830.75","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2019","2019","tonnes","957503.11","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2002","2002","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2003","2003","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2004","2004","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2005","2005","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2006","2006","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2007","2007","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2008","2008","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2009","2009","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2010","2010","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2011","2011","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2012","2012","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2013","2013","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2014","2014","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2015","2015","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2016","2016","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2017","2017","tonnes","0","E","Expert sources from FAO (including other divisions)"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2018","2018","tonnes","0","Fm","Manual Estimation"
"RFN","Fertilizers by Nutrient","10","Australia","5510","Production","3104","Nutrient potash K2O (total)","2019","2019","tonnes","0","Fm","Manual Estimation"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1990","1990","tonnes","152500","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1991","1991","tonnes","150595","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1992","1992","tonnes","160187","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1993","1993","tonnes","182197","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1994","1994","tonnes","231180","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1995","1995","tonnes","226300","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1996","1996","tonnes","206943","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1997","1997","tonnes","267365","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1998","1998","tonnes","221000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","1999","1999","tonnes","223013","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2000","2000","tonnes","220790","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2001","2001","tonnes","256218","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2002","2002","tonnes","248974.05","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2003","2003","tonnes","224362.69","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2004","2004","tonnes","337497.81","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2005","2005","tonnes","293492.63","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2006","2006","tonnes","231479.66","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2007","2007","tonnes","217842.53","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2008","2008","tonnes","353647.47","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2009","2009","tonnes","58709.42","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2010","2010","tonnes","217830.15","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2011","2011","tonnes","189531.44","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2012","2012","tonnes","178314.7","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2013","2013","tonnes","193519.65","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2014","2014","tonnes","226968.37","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2015","2015","tonnes","263947.91","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2016","2016","tonnes","217780.82","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2017","2017","tonnes","265370.6","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2018","2018","tonnes","362493.84","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5610","Import Quantity","3104","Nutrient potash K2O (total)","2019","2019","tonnes","345440.24","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","1991","1991","tonnes","900","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","1992","1992","tonnes","1000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","1993","1993","tonnes","900","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","1994","1994","tonnes","800","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","1995","1995","tonnes","500","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","1996","1996","tonnes","300","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","1997","1997","tonnes","200","X","International reliable sources"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2001","2001","tonnes","744","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2002","2002","tonnes","434.73","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2003","2003","tonnes","969.2","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2004","2004","tonnes","460.79","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2005","2005","tonnes","609.77","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2006","2006","tonnes","578.76","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2007","2007","tonnes","706.68","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2008","2008","tonnes","508.36","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2009","2009","tonnes","4633.89","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2010","2010","tonnes","878.89","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2011","2011","tonnes","919.62","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2012","2012","tonnes","909.32","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2013","2013","tonnes","573.74","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2014","2014","tonnes","1940.37","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2015","2015","tonnes","1597.2","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2016","2016","tonnes","1630.67","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2017","2017","tonnes","1882.15","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2018","2018","tonnes","1503.18","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5910","Export Quantity","3104","Nutrient potash K2O (total)","2019","2019","tonnes","1456.17","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1990","1990","tonnes","145373.54","W","Data reported on country official publications or web sites (Official) or trade country files"
"RFN","Fertilizers by Nutrient","10","Australia","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1991","1991","tonnes","142074.14","W","Data reported on country official publications or web sites (Official) or trade country files"
