Year,mean rainfall,Crop,Value(hg/ha),Fertilizer,Value(tonnes)
2017,38.71,"Almonds, with shell",63513.0,Potassium,273126.19
2017,38.71,Apples,159448.0,Nitrogen,1493809.0
2017,38.71,Apples,159448.0,Phosphate,979986.65
2017,38.71,Apples,159448.0,Potassium,273126.19
2017,38.71,Barley,27939.0,Nitrogen,1493809.0
2017,38.71,Barley,27939.0,Phosphate,979986.65
2017,38.71,Barley,27939.0,Potassium,273126.19
2017,38.71,Maize,64363.0,Nitrogen,1493809.0
2017,38.71,Maize,64363.0,Phosphate,979986.65
2017,38.71,Maize,64363.0,Potassium,273126.19
2017,38.71,Oats,22041.0,Nitrogen,1493809.0
2017,38.71,Oats,22041.0,Phosphate,979986.65
2017,38.71,Oats,22041.0,Potassium,273126.19
2017,38.71,Sorghum,27017.0,Nitrogen,1493809.0
2017,38.71,Sorghum,27017.0,Phosphate,979986.65
2017,38.71,Sorghum,27017.0,Potassium,273126.19
2017,38.71,Wheat,26100.0,Nitrogen,1493809.0
2017,38.71,Wheat,26100.0,Phosphate,979986.65
2017,38.71,Wheat,26100.0,Potassium,273126.19
2018,32.54,"Almonds, with shell",55164.0,Nitrogen,1411216.0
2018,32.54,"Almonds, with shell",55164.0,Phosphate,954830.75
2018,32.54,"Almonds, with shell",55164.0,Potassium,293693.53
2018,32.54,Apples,159271.0,Nitrogen,1411216.0
2018,32.54,Apples,159271.0,Phosphate,954830.75
2018,32.54,Apples,159271.0,Potassium,293693.53
2018,32.54,Barley,22438.0,Nitrogen,1411216.0
2018,32.54,Barley,22438.0,Phosphate,954830.75
2018,32.54,Barley,22438.0,Potassium,293693.53
2018,32.54,Maize,73365.0,Nitrogen,1411216.0
2018,32.54,Maize,73365.0,Phosphate,954830.75
2018,32.54,Maize,73365.0,Potassium,293693.53
2018,32.54,Oats,14046.0,Nitrogen,1411216.0
2018,32.54,Oats,14046.0,Phosphate,954830.75
2018,32.54,Oats,14046.0,Potassium,293693.53
2018,32.54,Sorghum,27201.0,Nitrogen,1411216.0
2018,32.54,Sorghum,27201.0,Phosphate,954830.75
2018,32.54,Sorghum,27201.0,Potassium,293693.53
2018,32.54,Wheat,19178.0,Nitrogen,1411216.0
2018,32.54,Wheat,19178.0,Phosphate,954830.75
2018,32.54,Wheat,19178.0,Potassium,293693.53
2019,22.51,"Almonds, with shell",55932.0,Nitrogen,1337593.0
2019,22.51,"Almonds, with shell",55932.0,Phosphate,957503.11
2019,22.51,"Almonds, with shell",55932.0,Potassium,288016.25
2019,22.51,Apples,159288.0,Nitrogen,1337593.0
2019,22.51,Apples,159288.0,Phosphate,957503.11
2019,22.51,Apples,159288.0,Potassium,288016.25
2019,22.51,Barley,19878.0,Nitrogen,1337593.0
2019,22.51,Barley,19878.0,Phosphate,957503.11
2019,22.51,Barley,19878.0,Potassium,288016.25
2019,22.51,Maize,55507.0,Nitrogen,1337593.0
2019,22.51,Maize,55507.0,Phosphate,957503.11
2019,22.51,Maize,55507.0,Potassium,288016.25
2019,22.51,Oats,12094.0,Nitrogen,1337593.0
2019,22.51,Oats,12094.0,Phosphate,957503.11
2019,22.51,Oats,12094.0,Potassium,288016.25
2019,22.51,Sorghum,21089.0,Nitrogen,1337593.0
2019,22.51,Sorghum,21089.0,Phosphate,957503.11
2019,22.51,Sorghum,21089.0,Potassium,288016.25
2019,22.51,Wheat,16917.0,Nitrogen,1337593.0
2019,22.51,Wheat,16917.0,Phosphate,957503.11
2019,22.51,Wheat,16917.0,Potassium,288016.25
